Date,Price
2024-11-14,240.63
2024-11-15,244.02
2024-11-18,248.63
2024-11-19,252.2
2024-11-20,256.46
2024-11-21,257.82
2024-11-22,261.17
2024-11-25,258.32
2024-11-26,259.29
2024-11-27,266.39
2024-11-28,267.65
2024-11-29,268.34
2024-12-02,274.81
2024-12-03,275.64
2024-12-04,273.65
2024-12-05,271.84
2024-12-06,279.05
2024-12-09,277.52
2024-12-10,277.53
2024-12-11,289.82
2024-12-12,285.78
2024-12-13,280.67
2024-12-16,283.33
2024-12-17,291.05
2024-12-18,290.75
2024-12-19,290.77
2024-12-20,289.99
2024-12-23,299.34
2024-12-24,302.73
2024-12-25,297.04
2024-12-26,295.36
2024-12-27,291.48
2024-12-30,289.02
2024-12-31,291.14
2025-01-01,285.36
2025-01-02,290.35
2025-01-03,290.15
2025-01-06,292.63
2025-01-07,283.65
2025-01-08,285.64
2025-01-09,291.29
2025-01-10,294.99
2025-01-13,292.2
2025-01-14,288.21
2025-01-15,293.23
2025-01-16,306.5
2025-01-17,299.56
2025-01-20,307.29
2025-01-21,302.78
2025-01-22,301.74
2025-01-23,303.87
2025-01-24,303.39
2025-01-27,301.4
2025-01-28,294.8
2025-01-29,293.21
2025-01-30,301.35
2025-01-31,305.81
2025-02-03,308.58
2025-02-04,313.35
2025-02-05,313.29
2025-02-06,306.96
2025-02-07,315.54
2025-02-10,321.4
2025-02-11,325.91
2025-02-12,333.46
2025-02-13,336.99
2025-02-14,351.31
2025-02-17,346.31
2025-02-18,340.68
2025-02-19,348.3
2025-02-20,346.13
2025-02-21,354.1
2025-02-24,345.8
2025-02-25,356.04
2025-02-26,361.29
2025-02-27,346.43
2025-02-28,350.92
2025-03-03,349.17
2025-03-04,350.09
2025-03-05,353.89
2025-03-06,358.98
2025-03-07,372.34
2025-03-10,358.56
2025-03-11,365.28
2025-03-12,374.8
2025-03-13,372.64
2025-03-14,380.07
2025-03-17,371.08
2025-03-18,360.21
2025-03-19,354.36
2025-03-20,356.89
2025-03-21,356.34
2025-03-24,365.47
2025-03-25,367.98
2025-03-26,355.32
2025-03-27,353.59
2025-03-28,344.86
2025-03-31,356.17
2025-04-01,358.1
2025-04-02,361.42
2025-04-03,356.24
2025-04-04,349.79
2025-04-07,353.12
2025-04-08,368.48
2025-04-09,381.34
2025-04-10,399.94
2025-04-11,402.76
2025-04-14,397.24
2025-04-15,398.72
2025-04-16,392.67
2025-04-17,380.88
2025-04-18,376.84
2025-04-21,382.38
2025-04-22,371.26
2025-04-23,362.4
2025-04-24,363.51
2025-04-25,352.95
2025-04-28,344.1
2025-04-29,347.28
2025-04-30,349.01
2025-05-01,358.6
2025-05-02,365.78
2025-05-05,362.03
2025-05-06,370.61
2025-05-07,367.59
2025-05-08,366.47
2025-05-09,349.78
2025-05-12,354.09
2025-05-13,355.84
2025-05-14,358.91
2025-05-15,357.41
2025-05-16,361.93
2025-05-19,360.31
2025-05-20,355.47
2025-05-21,365.84
2025-05-22,371.27
2025-05-23,362.38
2025-05-26,369.19
2025-05-27,374.03
2025-05-28,364.71
2025-05-29,363.06
2025-05-30,363.69
2025-06-02,358.89
2025-06-03,357.35
2025-06-04,350.49
2025-06-05,355.18
2025-06-06,342.29
2025-06-09,335.4
2025-06-10,327.02
2025-06-11,327.35
2025-06-12,330.13
2025-06-13,333.33
2025-06-16,328.44
2025-06-17,318.83
2025-06-18,317.45
2025-06-19,305.47
2025-06-20,284.83
2025-06-23,278.86
2025-06-24,285.45
2025-06-25,279.2
2025-06-26,272.01
2025-06-27,264.4
2025-06-30,252.92
2025-07-01,249.03
2025-07-02,251.6
2025-07-03,243.81
2025-07-04,237.25
2025-07-07,228.97
2025-07-08,235.69
2025-07-09,232.68
2025-07-10,227.27
2025-07-11,223.47
2025-07-14,217.23
2025-07-15,212.3
2025-07-16,217.02
2025-07-17,211.76
2025-07-18,210.01
2025-07-21,208.31
2025-07-22,205.79
2025-07-23,205.91
2025-07-24,200.79
2025-07-25,202.18
2025-07-28,201.12
2025-07-29,202.42
2025-07-30,208.02
2025-07-31,208.45
2025-08-01,199.81
2025-08-04,195.32
2025-08-05,191.2
2025-08-06,185.9
2025-08-07,180.0
2025-08-08,178.62
2025-08-11,174.23
2025-08-12,170.67
2025-08-13,176.46
2025-08-14,177.93
2025-08-15,180.19
2025-08-18,178.6
2025-08-19,179.11
2025-08-20,172.28
2025-08-21,170.34
2025-08-22,167.24
2025-08-25,164.04
2025-08-26,164.65
2025-08-27,164.68
2025-08-28,163.57
2025-08-29,163.23
2025-09-01,164.75
2025-09-02,163.66
2025-09-03,161.56
2025-09-04,166.54
2025-09-05,170.41
2025-09-08,172.32
2025-09-09,167.61
2025-09-10,167.01
2025-09-11,168.76
2025-09-12,169.21
2025-09-15,169.17
2025-09-16,167.58
2025-09-17,163.58
2025-09-18,166.77
2025-09-19,173.07
2025-09-22,173.04
2025-09-23,170.35
2025-09-24,170.94
2025-09-25,171.69
2025-09-26,175.95
2025-09-29,179.5
2025-09-30,177.02
2025-10-01,182.56
2025-10-02,189.13
2025-10-03,190.21
2025-10-06,187.13
2025-10-07,193.86
2025-10-08,194.71
2025-10-09,191.11
2025-10-10,189.05
2025-10-13,183.22
2025-10-14,184.18
2025-10-15,181.41
2025-10-16,189.19
2025-10-17,200.44
2025-10-20,201.2
2025-10-21,204.36
2025-10-22,208.41
2025-10-23,208.02
2025-10-24,204.1
2025-10-27,209.33
2025-10-28,212.23
2025-10-29,218.51
2025-10-30,219.77
2025-10-31,221.07
2025-11-03,220.18
2025-11-04,216.68
2025-11-05,217.89
2025-11-06,219.75
2025-11-07,225.7
2025-11-10,225.34
2025-11-11,236.27
2025-11-12,239.85
2025-11-13,246.41
2025-11-14,255.58
2025-11-17,263.83
2025-11-18,261.99
2025-11-19,259.4
2025-11-20,274.6
2025-11-21,271.77
2025-11-24,268.79
2025-11-25,274.34
2025-11-26,269.37
2025-11-27,272.97
2025-11-28,276.56
2025-12-01,285.17
2025-12-02,289.26
2025-12-03,292.15
2025-12-04,293.42
2025-12-05,291.74
2025-12-08,285.08
2025-12-09,290.67
2025-12-10,293.1
2025-12-11,292.94
2025-12-12,307.58
2025-12-15,316.58
2025-12-16,309.5
2025-12-17,307.24
2025-12-18,307.36
2025-12-19,318.5
2025-12-22,329.55
2025-12-23,324.43
2025-12-24,327.76
2025-12-25,331.86
2025-12-26,339.88
2025-12-29,342.51
2025-12-30,349.6
2025-12-31,355.52
